Company Name,SIREN,Website,Main Activity,Business Sector,Detailed Sector,HQ Address,Zip Code,Department,Region Code,Employee Bracket,Number of Establishments,Revenue Year,Latest Revenue
"REGIS MARTELET (AGILEO 4.0)","508632908","","49.41C","Transportation and storage","Transportation and Storage","22 RUE DE LA BROT 21000 DIJON","21000","21","27","22","10","2025",46952567
"HILLEBRAND GORI FRANCE (TRANSOCEAN - SERVICING INTERNATIONAL - GAMM@SSISTANCE - BECS - SATELLITE - KEGSPEDITER)","392166781","","52.29B","Transportation and storage","Transportation and Storage","ZI BEAUNE VIGNOLES 11 RUE LOUIS ET GASTON CHEVROLET 21200 VIGNOLES","21200","21","27","32","16","2024",179467520
"C 3 B","331800581","","41.20B","Construction","Construction","6 RUE DU ROMPOT 21121 FONTAINE-LES-DIJON","21121","21","27","21","22","2024",54856545
"ETS J VIRLY S A","016750697","","46.69B","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","Z I RUE DU PORT 21600 LONGVIC","21600","21","27","21","11","2024",86036865
"LABORATOIRES URGO (URGO MEDICAL - MDFA (MEDICAL DEVICE FOR ALL))","433842044","","21.20Z","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","42 RUE DE LONGVIC 21300 CHENOVE","21300","21","27","22","8","2019",233869464
"TRANSARC BOURGOGNE FRANCHE-COMTE (VM SARL)","522721703","","49.39A","Transportation and storage","Transportation and Storage","11 BOULEVARD DE BROSSES 21000 DIJON","21000","21","27","32","7","2023",24137252
"AMORA MAILLE SOCIETE INDUSTRIELLE (AMSI)","311641229","","10.84Z","Manufacturing","Manufacturing: Food, Beverages and Tobacco","ZI DE LA NORGE 3 RUE DES SERRURIERS 21800 CHEVIGNY-SAINT-SAUVEUR","21800","21","27","31","21","2024",43918371
"EUROGERM","349927012","","10.89Z","Manufacturing","Manufacturing: Food, Beverages and Tobacco","ZAC DU BOIS GUILLAUME 2 RUE DU CHAMP DORE 21850 SAINT-APOLLINAIRE","21850","21","27","22","5","2020",113392000
"TRANSPORTS CORDIER (TRANSPORTS CORDIER)","352515316","","49.41A","Transportation and storage","Transportation and Storage","RUE FRANCOIS MITTERRAND 21120 IS-SUR-TILLE","21120","21","27","32","14","2019",48620508
"LABORATOIRES URGO HEALTHCARE","798251559","","72.19Z","Professional, scientific and technical activities","Professional: Research and Development","12 RUE DAUPHINE 21000 DIJON","21000","21","27","NN","6","2019",154688754
"SAS SEB","302412226","","27.51Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","RUE DE LA PATENEE 21260 SELONGEY","21260","21","27","32","11","2024",103039766
"SIDEL PACKING SOLUTIONS (CERMEX)","300989001","","28.29A","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","BP 3 87 ROUTE DE SEURRE 21910 CORCELLES-LES-CITEAUX","21910","21","27","32","4","2024",55688446
"ESC DIJON-BOURGOGNE (BURGUNDY SCHOOL OF BUSINESS)","823945753","","85.42Z","Education","Education","29 RUE SAMBIN 21000 DIJON","21000","21","27","32","5","2024",30110511
"TRANSPORTS G R G","017351495","","49.41A","Transportation and storage","Transportation and Storage","RUE DE MEUVAIN 21220 FIXIN","21220","21","27","31","4","2024",29744687
"APOLIDIS (AUX 2 COQS)","331291518","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","7 RUE DE CRACOVIE 21000 DIJON","21000","21","27","32","4","2025",122966596
"BERICAP","305524746","","22.22Z","Manufacturing","Manufacturing: Rubber, Plastic and Minerals","Z.I 1 BOULEVARD EIFFEL 21600 LONGVIC","21600","21","27","22","8","2020",77549510
"CLINIQUE BENIGNE JOLY","451363550","","86.10Z","Human health and social work activities","Human Health and Social Work","ALLEE ROGER RENARD 21240 TALANT","21240","21","27","32","4","2024",40074181
"ATELIERS D'ARMANCON","302264262","","15.12Z","Manufacturing","Manufacturing: Textiles, Apparel and Leather","ZONE INDUSTRIELLE 8 RUE DE L’OEUVRE 21140 SEMUR-EN-AUXOIS","21140","21","27","32","4","2024",22603858
"BEAUNE DISTRIBUTION","414652776","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","ZAC DES MALADIERES 13 RUE GUSTAVE EIFFEL 21200 BEAUNE","21200","21","27","32","5","2024",69100242
"TRANS EUROP EXPRESS (TEE)","383625258","","49.41A","Transportation and storage","Transportation and Storage","RUE DES TERRES D OR 21220 GEVREY CHAMBERTIN","21220","21","27","31","8","2024",26915795
"ONCODESIGN SERVICES","399693811","","72.11Z","Professional, scientific and technical activities","Professional: Research and Development","BP 27627 20 RUE JEAN MAZEN 21000 DIJON","21000","21","27","22","7","2021",31309635
"KEOLIS DIJON MULTIMODALITE","922332036","","49.31Z","Transportation and storage","Transportation and Storage","49 RUE DES ATELIERS 21000 DIJON","21000","21","27","41","2","2024",91684003
"SOC PRODUCTION PHARMACEUTIQUE HYGIENE (FAREVA SPPH) (SPPH)","016650590","","20.42Z","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","7 IMPASSE DES BOUSSENOTS 21800 QUETIGNY","21800","21","27","32","3","2024",55461443
"SUNDYNE INTERNATIONAL SA","016850992","","28.13Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","ZI DE DIJON SUD ROUTE DE DIJON 21600 LONGVIC","21600","21","27","31","6","2024",102705149
"SOCIETE METALLURGIQUE DE FONTAINE FRANCAISE (SMFF)","016950958","","29.20Z","Manufacturing","Manufacturing: Transport Equipment","ROUTE DE CHAZEUIL 21610 FONTAINE-FRANCAISE","21610","21","27","32","1","2021",63069089
"BEAUNE BRIOCHE","412892697","","10.71A","Manufacturing","Manufacturing: Food, Beverages and Tobacco","LES CERISIERES ROUTE DE VERDUN 21200 BEAUNE","21200","21","27","32","1","2023",90832036
"ADHEX TECHNOLOGIES","433842002","","22.19Z","Manufacturing","Manufacturing: Rubber, Plastic and Minerals","44 RUE DE LONGVIC 21300 CHENOVE","21300","21","27","32","2","2022",78415776
"DMV FRANCE","410351118","","24.20Z","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","ROUTE DE SEMUR 21500 MONTBARD","21500","21","27","32","2","2024",190658780
"HOPITAL PRIVE DIJON BOURGOGNE","404724809","","86.10Z","Human health and social work activities","Human Health and Social Work","22 AVENUE FRANCOISE GIROUD 21000 DIJON","21000","21","27","32","5","2024",60376085
"MARSADIS","319764148","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","ZONE ACTI SUD 355 AVENUE JEAN MOULIN 21160 MARSANNAY-LA-COTE","21160","21","27","31","2","2024",61718431
"DELPHARM DIJON","809759301","","21.20Z","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","6 BOULEVARD DE L'EUROPE 21800 QUETIGNY","21800","21","27","32","2","2024",65446731
"TYCO ELECTRONICS SIMEL","017050410","","27.33Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","1 RUE PAUL MARTIN 21220 GEVREY-CHAMBERTIN","21220","21","27","31","7","2025",66596331
"STEF TRANSPORT DIJON","423922442","","52.29A","Transportation and storage","Transportation and Storage","ZAE DE LA BOULOUZE 21110 FAUVERNEY","21110","21","27","31","3","2024",42850736
"ASTREA FONTAINE","509186169","","21.20Z","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","SITE DE FONTAINE RUE DES PRES POTETS 21121 FONTAINE-LES-DIJON","21121","21","27","31","2","2024",39075877
"BC-LAB","330753336","","86.90B","Human health and social work activities","Human Health and Social Work","14 RUE MARGUERITE YOURCENAR 21000 DIJON","21000","21","27","22","26","2023",27260119
"MEDOTELS","421216276","","87.10A","Human health and social work activities","Human Health and Social Work","ZONE INDUSTRIELLE ZI 25870 DEVECEY","25870","25","27","NN","46","2024",213841986
"NEOLIA","305918732","","68.20A","Real estate activities","Real Estate","34 RUE DE LA COMBE AUX BICHES 25200 MONTBELIARD","25200","25","27","22","58","2017",246200000
"MATY","402327597","","47.77Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","BOULEVARD JOHN F KENNEDY 25000 BESANCON","25000","25","27","22","60","2022",58160869
"LES BEGONIAS","378158422","","87.10A","Human health and social work activities","Human Health and Social Work","ZONE INDUSTRIELLE ZI 25870 DEVECEY","25870","25","27","NN","35","2024",147463722
"IN EXTENSO CENTRE-EST","352898027","","69.20Z","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","PARC SLAVA 7 RUE AUGUSTE JOUCHOUX 25000 BESANCON","25000","25","27","12","43","2024",23891264
"KEOLIS MONTS JURA","344148515","","49.39A","Transportation and storage","Transportation and Storage","4 RUE BERTHELOT 25000 BESANCON","25000","25","27","22","28","2024",21988623
"ETUDES INSTALLATION MAINTENANCE INDUSTRI (EIMI)","316113208","","43.22B","Construction","Construction","TECHNOLAND RUE DU BREUIL 25460 ETUPES","25460","25","27","22","33","2019",163283000
"ETABLISSEMENTS BURDIN BOSSERT","562821330","","46.74A","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","26 RUE ALBERT THOMAS 25000 BESANCON","25000","25","27","12","30","2024",63769030
"FORVIS MAZARS","622820223","","69.20Z","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","9 RUE MADELEINE BRES 25000 BESANCON","25000","25","27","22","14","2025",24381728
"GEODIS CL AUTOMOTIVE EST","398619445","","52.10B","Transportation and storage","Transportation and Storage","ZA TECHNOLAND 70 RUE RENE MARTI 25460 ETUPES","25460","25","27","22","23","2024",28794963
"ZIMMER BIOMET FRANCE","315202564","","46.46Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","70 RUE DU CHANOIT 25600 BROGNARD","25600","25","27","21","19","2024",139467223
"AVS BESANCON","750510075","","88.10A","Human health and social work activities","Human Health and Social Work","6 RUE DES VALLIERES NORD 25220 CHALEZEULE","25220","25","27","42","7","2024",38021386
"ESPACE 3000","387739931","","45.11Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Motor Vehicles and Repair","ZAC DE CHATEAUFARINE 25 RUE JOACHIM DU BELLAY 25000 BESANCON","25000","25","27","22","7","2023",123071350
"LES MANUFACTURES DE FRANCHE COMTE","407836329","","15.12Z","Manufacturing","Manufacturing: Textiles, Apparel and Leather","BATIMENT ADMINISTRATIF 18 RUE DE LA COTE 25230 SELONCOURT","25230","25","27","12","7","2024",81136248
"KNAUF CEILING SOLUTIONS SAS","784131575","","23.99Z","Manufacturing","Manufacturing: Rubber, Plastic and Minerals","67 RUE DE SALINS 25300 PONTARLIER","25300","25","27","22","7","2024",101823828
"LES ELEVEURS DE LA CHEVILLOTTE","612820860","","10.11Z","Manufacturing","Manufacturing: Food, Beverages and Tobacco","ZAC LES BANARDES 23 RUE DES BANARDES 25800 VALDAHON","25800","25","27","21","8","2024",122747548
"FLEX-N-GATE FRANCE (FLEX-N-GATE AUDINCOURT)","443982038","","29.32Z","Manufacturing","Manufacturing: Transport Equipment","18 B RUE DE VERDUN 25400 AUDINCOURT","25400","25","27","41","7","2024",322464829
"MOVENTIS PAYS DE MONTBELIARD (MOVENTIS PAYS DE MONTBELIARD)","830336558","","49.31Z","Transportation and storage","Transportation and Storage","RUE DE LA CHARMOTTE 25420 VOUJEAUCOURT","25420","25","27","31","4","2024",24459084
"HOUTAUDIS","338926355","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","9 RUE DE LA CHAMPAGNE 25300 HOUTAUD","25300","25","27","31","4","2025",79399283
"ECL DEVELOPPEMENT (GROUPE CHOPARD)","795178300","","70.10Z","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","TECHNOPOLE TEMIS LE TRIGONE 6 RUE GERARD MANTION 25000 BESANCON","25000","25","27","22","5","2024",23588048
"SIEDOUBS","428213292","","29.32Z","Manufacturing","Manufacturing: Transport Equipment","PARC D ACTIVITE TECHNOLAND 2 2958 ALLEE HENRI HUGONIOT 25490 ALLENJOIE","25490","25","27","32","5","2024",260942645
"HIFI FILTER FRANCE (HIFI FILTER FRANCE JURAFILTRATION)","352534887","","45.31Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Motor Vehicles and Repair","18 RUE PIERRE DECHANET 25300 PONTARLIER","25300","25","27","31","3","2024",92567606
"FLEX-N-GATE MARLES","749811881","","22.29A","Manufacturing","Manufacturing: Rubber, Plastic and Minerals","18 B RUE DE VERDUN 25400 AUDINCOURT","25400","25","27","NN","5","2024",138274050
"PEUGEOT MOTOCYCLES (PMTC)","875550667","","30.91Z","Manufacturing","Manufacturing: Transport Equipment","103 RUE DU 17 NOVEMBRE 25350 MANDEURE","25350","25","27","32","6","2024",90556668
"CLINIQUE SAINT VINCENT","319450060","","86.10Z","Human health and social work activities","Human Health and Social Work","40 CHEMIN DES TILLEROYES 25000 BESANCON","25000","25","27","32","6","2024",45904577
"METALIS","542820469","","25.50B","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","2 RTE DE POULIGNEY 25640 MARCHAUX-CHAUDEFONTAINE","25640","25","27","31","8","2023",70364493
"CLAYENS DOUBS","342391844","","25.93Z","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","1 CHEMIN DES ROMAINS 25720 BEURE","25720","25","27","22","2","2025",46579111
"GRUPO ANTOLIN BESANCON","328358734","","27.40Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","8 RUE GERARD MANTION 25000 BESANCON","25000","25","27","32","8","2023",104469971
"AMPHENOL FCI BESANCON (AMPHENOL FCI BESANCON)","388636896","","27.33Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","2 RUE LA FAYETTE 25000 BESANCON","25000","25","27","32","2","2024",56871695
"ZURFLUH FELLER","876750043","","25.99B","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","45 GRANDE RUE 25150 AUTECHAUX-ROIDE","25150","25","27","22","2","2024",64191379
"JTEKT COLUMN SYSTEMS FRANCE SAS","443915871","","29.32Z","Manufacturing","Manufacturing: Transport Equipment","97 RUE DU 17 NOVEMBRE 25350 MANDEURE","25350","25","27","32","3","2024",46980756
"INDUSTRIE THERMOFORMAGE MECANO SOUDURE (ITS)","321560617","","25.99B","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","ZI LA CRAYE 25110 AUTECHAUX","25110","25","27","31","1","2016",21739961
"DISTRIDOUBS","322304510","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","1 RTE DE BESANCON 25300 DOUBS","25300","25","27","31","1","2016",99271424
"GUILLIN EMBALLAGES","322409913","","22.22Z","Manufacturing","Manufacturing: Rubber, Plastic and Minerals","ZI AV MARECHAL LATTRE TASSIGNY 25290 ORNANS","25290","25","27","32","2","2024",144279176
"TRECIA","413214164","","29.32Z","Manufacturing","Manufacturing: Transport Equipment","TECHNOLAND 835 AVENUE OEHMICHEN 25460 ETUPES","25460","25","27","31","7","2024",68502226
"SCHRADER","602820896","","28.14Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","48 RUE DE SALINS 25300 PONTARLIER","25300","25","27","32","3","2024",73376015
"MONTBEDIS","349213983","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","ZAC PIED DES GOUTTES 25200 MONTBELIARD","25200","25","27","32","2","2024",75813785
"S.I.S.","421172313","","15.12Z","Manufacturing","Manufacturing: Textiles, Apparel and Leather","2 RUE DE L'INDUSTRIE 25800 VALDAHON","25800","25","27","32","6","2024",70173333
"KEOLIS BESANCON MOBILITES","824500789","","49.31Z","Transportation and storage","Transportation and Storage","5 RUE BRANLY 25000 BESANCON","25000","25","27","32","2","2024",45174876
"POLYCLINIQUE DE FRANCHE COMTE (PFC)","879605301","","86.10Z","Human health and social work activities","Human Health and Social Work","4 RUE AUGUSTE RODIN 25000 BESANCON","25000","25","27","31","2","2024",25013736
"R. BOURGEOIS","562821207","","25.50B","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","25 RUE DE TREPILLOT 25000 BESANCON","25000","25","27","32","1","2024",294621955
"ENTREPRISE BONGLET","315434852","","43.31Z","Construction","Construction","1840 ROUTE DE BESANCON 39000 LONS-LE-SAUNIER","39000","39","27","31","35","2024",90460031
"COLRUYT RETAIL FRANCE (DATS)","789139789","","47.11D","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","ZONE INDUSTRIELLE 39700 ROCHEFORT-SUR-NENON","39700","39","27","32","143","2024",719736251
"MONTS & TERROIRS","645450107","","10.51C","Manufacturing","Manufacturing: Food, Beverages and Tobacco","ZI ROUTE DE DOLE 39800 POLIGNY","39800","39","27","22","21","2024",376373458
"SORECA AUTOMOBILES (DEFFEUILLE AUTOMOBILES)","300854106","","45.11Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Motor Vehicles and Repair","235 RUE DES FRERES LUMIERE 39000 LONS-LE-SAUNIER","39000","39","27","NN","15","2024",148028831
"C & K COMPONENTS SAS","642044374","","27.33Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","2 RUE BERTHOLLET 39100 DOLE","39100","39","27","32","22","2024",67804590
"STANLEY BLACK & DECKER MANUFACTURING SAS (BGI)","625480272","","25.73B","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","83 AVENUE PASTEUR 39600 ARBOIS","39600","39","27","22","5","2024",49533632
"SIGNAUX GIROD (SIGNAUX GIROD)","646050476","","25.99B","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","881 ROUTE DES FONTAINES 39400 BELLEFONTAINE","39400","39","27","31","6","2025",101672000
"DIAGER","408484277","","25.73B","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","RUE HENRI MOISSAN 39800 POLIGNY","39800","39","27","22","3","2024",44960285
"SKF AEROSPACE FRANCE","775572878","","28.15Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","ZONE INDUSTRIELLE 800 RUE DE LA LIEME 39570 PERRIGNY","39570","39","27","32","7","2024",102512160
"INOVYN FRANCE","625780135","","20.13B","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","2 AVENUE DE LA REPUBLIQUE 39500 TAVAUX","39500","39","27","41","6","2024",360792636
"BERIC SA","350251211","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","LES GRANDES EPENOTTES 9 RUE LEON BEL 39100 DOLE","39100","39","27","31","2","2023",55511928
"J B TECNICS","387856990","","22.22Z","Manufacturing","Manufacturing: Rubber, Plastic and Minerals","ZONE INDUSTRIELLE EN GRAIN 39360 CHASSAL-MOLINGES","39360","39","27","31","2","2024",40021981
"R.N.83 DISTRIBUTION","348269291","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","ZA CHANTRANS 39570 MONTMOROT","39570","39","27","32","1","2024",79482943
"SOCIETE FROMAGERE DE LONS LE SAUNIER","399378660","","10.51C","Manufacturing","Manufacturing: Food, Beverages and Tobacco","39 AVENUE CAMILLE PROST 39000 LONS-LE-SAUNIER","39000","39","27","32","1","2024",169705468
"TEXTILOT","301420626","","46.42Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","5 RUE DENIS PAPIN 58640 VARENNES-VAUZELLES","58640","58","27","32","25","2024",146583739
"PARAGON TRANSACTION","775722218","","18.12Z","Manufacturing","Manufacturing: Wood, Paper and Printing","39 RUE DES RIVIERES SAINT-AGNAN 58200 COSNE-COURS-SUR-LOIRE","58200","58","27","22","55","2024",85942144
"SOC NEVERS DIS","327098364","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","BOULEVARD BEAUREGARD 58660 COULANGES-LES-NEVERS","58660","58","27","31","9","2024",70266820
